FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
659,88065.038,12411.011251127647,0.5913098472132863,4,12,0,Corp,441120,16
697,75319.642,186849.43357669504,0.03359195001657309,4,8,1,LLC,459910,18
727,15229.818,7535.6329045973225,0.168420027364353,4,12,1,Sole,459210,15
748,237702.123,232046.75640367225,0.08536430569854982,4,13,1,Corp,441120,14
691,626488.098,809421.2412339518,0.06449959408084055,4,11,1,Sole,459210,28
706,248995.733,194261.68144742603,0.10681285296236995,4,12,0,Partner,459910,12
721,251402.713,78899.56740707766,0.26553030354706353,4,9,0,LLC,722514,12
798,43370.632,12311.99923833106,0.29355259559155517,4,11,1,Partner,445292,19
678,128743.284,195080.3116970195,0.05499584712916939,4,10,0,Sole,458310,28
719,261182.468,78610.45758452496,0.27687417597415565,4,8,1,Partner,722513,18
704,1548180.687,757509.2448346615,0.17031482867005748,4,9,0,LLC,459310,28
757,261713.532,98604.16682056144,0.2211819409182633,4,12,1,Sole,445320,20
720,96265.089,58390.3918877863,0.13738717091361063,4,12,0,LLC,458310,22
721,244836.75,105294.79997137639,0.19377084628629734,4,8,0,Corp,444240,15
654,46005.238,34371.21431618421,0.11154013349851723,4,8,0,LLC,459210,22
726,93646.308,18171.268093838175,0.429461442079888,4,9,0,Sole,458210,19
699,156429.666,56666.396259054345,0.23004472422078714,4,12,0,LLC,445320,13
641,132200.444,130855.34933724985,0.08418993738095966,4,12,1,Partner,459310,13
698,190050.679,40148.93459560288,0.3944701582459393,4,8,0,Partner,445131,14
716,199000.741,153010.08179454313,0.10838106148849044,4,8,1,Sole,445110,20
696,322038.955,101181.04007307524,0.2652332844567653,4,11,0,Partner,459310,13
730,167384.651,62959.698129575,0.22154999676077428,4,10,0,Sole,459910,28
766,280461.472,129420.62127847623,0.18058783138618933,4,11,0,Sole,445110,16
777,135123.087,38537.50341634546,0.2921895881097484,4,11,1,Partner,445240,14
720,278422.34,217351.80265866726,0.10674796060055339,4,9,0,Partner,444140,14
751,52478.974,117920.98629963545,0.03708625555608038,4,12,0,LLC,722514,9
653,12696.198,4392.718409735842,0.24085689118042608,4,9,0,Partner,722514,18
719,26828.677,33516.845110311115,0.06670446087557137,4,12,0,Partner,722514,14
703,34441.149,20501.3063222492,0.13999574977742793,4,9,1,Partner,445110,17
758,229345.881,57834.623793543455,0.3304621954181993,4,10,1,Partner,458210,14
780,189312.092,76749.64874002653,0.2055515292337638,4,12,0,Sole,444140,27
664,573863.28,254390.88803037142,0.1879860570882185,4,9,1,Partner,445230,17
768,456305.229,472464.1006791745,0.08048322760467481,4,13,0,Sole,444140,14
713,710662.75,326699.29111297167,0.181273413944613,4,9,0,LLC,722330,23
768,329818.44,200690.9269497044,0.13695123350986388,4,9,1,Partner,722511,17
729,82043.635,49462.01767889681,0.13822666167236353,4,8,0,Sole,445320,27
675,859321.927,239987.50460507034,0.2983912045803254,4,11,0,Corp,722511,18
674,122600.992,108130.3611918089,0.09448548234487238,4,10,1,LLC,722511,15
739,264965.862,124011.58415229688,0.17805182194014443,4,12,1,LLC,722410,22
741,405798.165,548954.9830950794,0.061601615417238964,4,13,1,LLC,445250,15
672,194763.062,59294.10625959593,0.27372459407025845,4,8,1,LLC,722410,24
737,431484.674,151070.26445365453,0.2380154446456113,4,11,1,Partner,722514,16
680,58428.821,27208.23875393426,0.1789556634187727,4,11,1,Partner,458210,20
771,669607.274,209375.38705950876,0.2665098651295006,4,9,1,Sole,445320,21
568,369918.995,108517.79787253324,0.284069374065958,5,9,0,Corp,445292,13
717,627470.313,252522.35682043855,0.20706757773206333,4,8,1,Sole,444240,15
718,458118.488,193381.1517409366,0.19741603730755486,4,8,0,LLC,459910,21
721,177873.101,59638.16612650035,0.24854483931021046,4,8,1,Partner,445230,16
627,32999.44,7890.338342389159,0.3485215986949249,4,10,0,Partner,445110,20
661,866415.749,216646.72532075262,0.3332674994730257,4,9,1,Sole,722330,7
673,178324.485,226787.461125858,0.06552555276304753,4,8,0,Corp,445110,17
794,308637.442,272170.9270745615,0.09449865608271736,4,13,1,Corp,722511,18
626,18768.348,25849.195886701946,0.060505905361822536,4,12,0,Sole,459310,19
700,344571.996,138789.349640973,0.20689147311576592,4,12,1,Corp,445292,16
641,189028.715,45938.440852132095,0.342902210533677,4,9,0,Corp,722513,14
643,93705.687,77312.70372495423,0.10100289957237067,4,8,0,Corp,445131,17
749,33019.144,8004.036400090128,0.3437759644999052,4,12,1,Corp,459210,26
821,203680.224,245570.9230427605,0.06911792238955132,4,13,1,Partner,722410,12
746,411604.923,489003.253269964,0.07014352158320668,4,10,0,LLC,458310,18
706,296764.269,99981.18269110058,0.24735010213278136,4,10,0,Corp,445230,13
662,317367.073,77802.16782749533,0.33992955237407735,4,9,0,Partner,459210,17
670,291799.698,70491.70883038834,0.34495746951614986,4,11,0,Sole,445230,19
678,172705.738,93506.18712725886,0.15391649767245985,4,12,1,LLC,445110,21
683,83763.759,57665.73400036417,0.12104785226449936,4,10,1,Sole,445291,18
658,19635.147,6269.097843994742,0.26100442052717343,4,10,0,Corp,445110,23
733,389530.687,153389.56971302684,0.21162384537660348,4,11,0,Sole,445292,12
676,388550.855,164845.72548496258,0.19642145904244473,4,8,0,LLC,445320,11
687,263188.065,334701.0096418393,0.0655281523454907,4,8,0,LLC,444240,18
719,147596.146,171856.32609406565,0.07156954365823634,4,11,1,LLC,445240,17
714,116323.61,30836.486290598525,0.3143559896972463,4,12,1,Corp,445110,28
713,18461.903,5739.208019554299,0.26806693735874454,4,10,1,Corp,459310,20
683,53090.292,27531.719739761895,0.16069432065336947,4,8,0,Corp,722513,23
685,35416.304,60977.89475925698,0.04840046837167372,4,10,0,LLC,458310,16
667,96467.149,97870.46257832368,0.08213846007828916,4,9,0,Corp,722410,18
737,249643.543,202661.8229619791,0.10265193650822066,4,9,1,Partner,445320,19
671,13459.027,18190.328367582068,0.06165834726393226,4,10,0,Corp,445292,18
708,150392.356,331589.1043083247,0.03779586292340877,4,12,0,Sole,445110,21
628,40458.235,18688.049903835392,0.18041045484587392,4,10,0,Corp,445240,17
672,77947.118,32286.12172707289,0.20118839982009717,4,8,0,Partner,445320,16
766,230755.359,185963.26628058535,0.10340543933545428,4,12,1,Sole,722514,16
718,20737.843,7342.987748951464,0.23534746923418248,4,12,0,LLC,459310,17
681,36009.539,11908.895907686285,0.2519792716241547,4,12,0,Partner,722513,15
701,39924.879,33210.4238902819,0.10018159542292307,4,10,0,LLC,722514,17
711,135679.462,82151.69652210306,0.13763102056317567,4,12,1,LLC,445230,19
661,87364.563,44268.29116699951,0.16446038593482626,4,8,0,Sole,459910,18
656,170283.135,45416.21381661372,0.31244923470060504,4,9,0,Partner,445230,20
684,656958.514,251894.91614951618,0.21733881600388338,4,12,1,Partner,459210,15
669,180933.594,207378.31113897235,0.07270673300977833,4,10,0,Partner,722514,23
600,252739.054,115091.22960078924,0.1829990687073944,5,10,1,Partner,445240,18
750,215019.34,90362.23147591086,0.1982938893901714,4,11,1,Sole,445291,17
724,224443.001,143833.28995063662,0.1300365403800866,4,10,0,Corp,444240,14
727,35044.37,9589.102740429076,0.3045503052495182,4,9,1,Corp,722511,20
734,230299.533,61777.45554735906,0.3106574652510179,4,8,1,Partner,445110,18
721,321314.66,251362.2865940028,0.10652441951212546,4,12,0,LLC,459210,18
719,210846.382,65111.12356225979,0.26985453286691097,4,8,0,Corp,458310,18
711,143442.177,121049.06330124669,0.09874933703742994,4,10,0,Partner,441120,16
699,217278.35,97268.37549349651,0.18615021660228398,4,10,0,Partner,722513,16
683,348350.293,70427.33785878787,0.4121864032620267,4,9,1,Corp,722511,19
716,126780.571,21206.016811997084,0.49820990320804925,4,10,0,Corp,444140,12
687,32476.471,33896.26968635501,0.07984278530869689,4,12,1,Corp,445320,18
653,124372.457,140877.26529149772,0.07357022011480074,4,10,0,LLC,458210,23
749,134016.206,123833.70233046566,0.09018560340595666,4,9,0,Corp,459210,26
794,127164.912,29594.12356071239,0.3580804134395155,4,12,0,LLC,722511,13
615,130754.389,76785.97654752916,0.14190350339021576,5,9,0,LLC,722330,21
773,738341.375,461289.4936752027,0.133383588311225,4,13,1,LLC,458310,18
769,43700.598,36450.73045440281,0.09990791555070537,4,9,1,LLC,722410,21
566,379389.083,114493.04270095703,0.2761369264964289,5,12,0,Corp,445292,18
667,85028.847,20179.273996621952,0.35113935472535657,4,12,0,Corp,445131,22
703,55910.173,18221.41977594102,0.2556980268620543,4,10,1,Sole,441120,17
674,64524.02,33411.53245599756,0.1609325065753296,4,12,0,Corp,444140,20
763,309998.293,229294.9956603092,0.11266356253846949,4,13,1,Partner,722514,15
769,138999.665,271862.0100659637,0.04260729703961261,4,9,1,Partner,722410,23
734,52666.79,16328.554076379723,0.2687867612855865,4,12,0,Partner,445230,20
641,281980.567,55965.53905645357,0.4198723174921989,4,8,1,Partner,445230,20
691,233001.654,204596.62479569283,0.09490285834084182,4,10,0,Partner,722330,20
723,11207.62,8988.742387215221,0.10390422743249667,4,10,0,LLC,459310,13
748,57926.993,48105.0983427736,0.10034797938193638,4,12,1,Sole,445291,23
737,53858.594,11721.441591054478,0.3829064993244487,4,9,1,LLC,445292,17
740,85768.984,33613.15953570698,0.21263741439541536,4,10,1,Sole,445292,20
710,79954.076,14291.83567450611,0.46619901168832306,4,9,0,Partner,445250,18
677,498174.112,193711.51936209115,0.21431099952157837,4,10,0,Partner,445240,19
734,312265.753,264023.427433974,0.09855998892310744,4,8,1,Partner,458310,15
686,270676.578,136587.3929157086,0.1651424851041713,4,8,1,LLC,458310,18
683,102818.921,115329.07780305229,0.0742938691602015,4,8,0,Corp,445240,10
690,239067.239,249107.21014964444,0.07997468200418166,4,11,1,LLC,444140,14
727,116547.091,36512.99135763479,0.2659945740463831,4,10,1,Corp,722410,16
690,197769.017,90001.86050291358,0.18311567477133592,4,11,0,LLC,445320,21
754,190356.49,95451.9709353138,0.16618871960311274,4,10,1,Corp,444240,18
699,151435.673,59069.65810363275,0.21363996037570712,4,10,0,Sole,722410,15
761,241085.813,61607.366046886236,0.32610523230902,4,10,1,Corp,458210,14
708,338003.293,75360.78385328289,0.3737612541049269,4,11,1,Sole,445240,15
701,145377.749,419521.45648264454,0.028877694405048514,4,8,1,Partner,722513,18
661,208951.732,46831.58555988965,0.3718141106084379,4,11,0,LLC,441120,19
685,678284.261,467594.6837904241,0.12088180292913807,4,12,1,LLC,459310,22
741,203836.603,27289.63284285164,0.6224482271766004,4,9,0,Partner,722330,12
723,296688.739,103087.38289523583,0.23983596138491117,4,11,0,Corp,445292,23
661,142755.147,127183.98661904973,0.09353584964774306,4,9,1,Partner,445240,21
773,11309.506,2234.1453668524846,0.4218431116060684,4,11,1,Corp,445250,16
708,23204.16,15723.769441312708,0.12297814510809602,4,12,1,Corp,444140,24
682,94103.809,49256.118549697014,0.15920832404650712,4,8,1,Partner,444240,15
676,18468.567,8464.958880251434,0.18181390740013678,4,9,1,Partner,459910,17
685,58980.626,27353.49827529888,0.17968641952847114,4,11,0,Partner,722513,19
738,173774.973,103336.49747884621,0.14013681616182536,4,10,1,Corp,459210,23
654,190162.308,137409.96791671068,0.11532539625950114,4,9,0,LLC,445250,17
634,213224.91,120529.11286569401,0.1474228265481367,4,12,1,LLC,459910,16
731,128423.69,70757.94825790798,0.15124766093638964,4,9,1,Corp,444140,19
618,916344.772,382745.33733280003,0.19951141629959537,5,9,1,Sole,445250,19
690,219091.751,77908.3115088572,0.23434785792515858,4,12,0,Partner,445250,16
686,13947.698,4777.335072499655,0.24329634598113078,4,12,0,Partner,722513,18
626,76595.278,53610.835485490505,0.11906062973148113,4,8,0,LLC,444240,13
667,49467.216,75103.75156412846,0.054887644280727316,4,10,0,Sole,722513,20
754,775368.122,493125.00434853847,0.13102967725602854,4,12,1,LLC,722514,18
678,454076.451,596245.2750300214,0.0634633192658755,4,11,1,Partner,445291,19
713,20075.622,4355.840983673628,0.38407474154142607,4,11,1,Sole,445230,22
729,321713.596,82885.2390533885,0.3234528444330681,4,11,1,LLC,722514,19
700,56126.85,30748.41179948079,0.15211314101364348,4,11,0,Corp,722511,25
720,62254.522,50137.288987932705,0.1034734214405166,4,9,0,Sole,458210,22
655,639139.467,255026.4608777131,0.2088474351512069,4,9,0,Sole,722511,18
647,200632.533,48659.95773061817,0.3435962242827785,4,9,0,Sole,445230,20
661,220237.191,135821.6508267108,0.1351264628156814,4,8,0,Partner,445292,12
592,120402.962,77186.59914721633,0.12999121968736874,5,9,1,Sole,445240,17
715,42115.517,22005.402047574025,0.1594893112645303,4,10,1,Sole,445320,18
701,497309.182,1018838.0205232714,0.04067617324690008,4,10,0,Corp,459210,18
731,50151.966,14509.320418263254,0.28804453823622017,4,9,1,Sole,444240,12
745,31589.389,11525.749154184548,0.2283972215704169,4,11,1,Corp,459310,13
733,475012.044,99826.95056036004,0.39652956218536856,4,11,0,LLC,445230,14
692,12680.315,4290.56238446524,0.2462830794612415,4,8,0,LLC,458210,23
745,77695.779,44995.6128620158,0.14389510083694715,4,9,1,LLC,458310,11
627,472998.963,126792.81012705428,0.31087393843942834,4,10,0,Corp,459310,21
753,92911.867,32165.689326810356,0.24071163234421247,4,12,1,LLC,459910,13
673,1279174.826,677586.9914813269,0.15731987701479405,4,10,0,Corp,445240,21
774,87524.396,64054.774578991,0.11386660423997325,4,12,1,Partner,441120,21
660,32042.285,35348.21090717446,0.07553961991679502,4,12,1,LLC,458310,18
666,106913.813,45324.33691094907,0.19657175424698578,4,9,0,Partner,722511,20
701,441799.196,367099.17340054293,0.10029060900798045,4,10,1,Sole,445250,15
738,118072.938,25219.86534130628,0.39014528296804785,4,9,1,Partner,722511,26
620,60376.41,44725.80451887928,0.11249361647315258,5,11,0,Sole,441120,13
767,504006.336,155525.46557357762,0.27005563265862687,4,13,1,LLC,459210,19
680,240017.073,193044.3914089124,0.10361048359924838,4,10,1,Sole,444240,20
599,81131.962,18155.57337274565,0.37239236098611156,5,12,1,Partner,445292,18
744,204369.431,77622.01799616712,0.21940663688372064,4,13,0,Corp,722511,16
692,25613.596,7132.137605576902,0.29927441832646484,4,9,0,Partner,445291,15
652,488351.205,205765.21270077277,0.19777849334124672,4,12,0,Corp,722511,19
647,14977.687,8461.708986457295,0.14750455083375522,4,10,0,LLC,459310,17
767,232748.799,66127.99363793377,0.2933059387253782,4,9,1,Partner,445292,20
641,743036.415,342949.75127076026,0.18055036057196072,4,12,0,Partner,445292,26
671,238260.714,132272.80577972755,0.15010688994580196,4,9,1,Corp,722513,17
667,42202.915,17686.306900716543,0.1988492907578602,4,9,1,Sole,458210,16
708,420072.455,259455.73312325505,0.13492104219580675,4,10,0,Sole,722511,22
658,83509.214,49237.13679428732,0.14133846157102475,4,10,0,Sole,722514,13
644,28198.688,12183.711706281141,0.1928714929667298,4,9,1,Corp,445240,24
635,686586.606,580623.3053287257,0.09854160171474145,4,11,0,LLC,445291,29
759,48841.627,18731.370270955114,0.21728979377683277,4,13,0,Sole,722410,23
736,221299.979,92068.785763522,0.20030311862734831,4,12,1,Partner,458210,16
740,198516.122,469554.6361462592,0.03523127852051229,4,12,1,LLC,722514,19
750,31365.535,8995.488847877146,0.29056726405148786,4,13,0,LLC,459910,14
704,791238.863,345599.307428635,0.19078907422371594,4,10,1,LLC,444240,19
732,166119.318,126519.39223859532,0.10941624248315861,4,9,1,Partner,722513,19
707,131166.752,31368.475631741738,0.3484569283821378,4,9,0,Corp,441120,17
766,452378.424,282613.9121750491,0.13339117564973232,4,9,1,Sole,445291,20
716,330162.935,161776.871471509,0.17007114593331818,4,10,1,Sole,444240,13
557,112809.69,29762.805406218846,0.31585757362898764,5,12,0,Partner,722511,16
621,243896.476,74280.86522189413,0.2736196767851146,5,8,0,LLC,445230,22
689,212253.861,296118.8054454606,0.059732179870817956,4,12,1,Sole,458310,15
717,283898.437,192423.31879511403,0.12294873215716542,4,12,1,Partner,459210,23
709,85510.251,80733.98673903168,0.08826337627836893,4,8,0,LLC,445131,25
702,93017.245,42060.84263281284,0.1842910554836631,4,9,0,Partner,722330,8
740,308685.408,195365.6745244417,0.13166992647309578,4,13,0,Sole,722330,23
653,206612.15,86062.74531920342,0.20005960886800617,4,8,0,LLC,441120,18
614,370432.852,125919.2753505884,0.24515233467938702,5,12,0,LLC,722410,15
647,266089.911,123039.11329284906,0.18022040842591758,4,11,0,Partner,722330,12
638,157327.342,105283.97701441984,0.1245261834242611,4,11,1,Sole,445240,16
683,303005.816,67411.38435797997,0.37457300287110307,4,10,0,Sole,445131,18
774,141305.283,76237.6517433151,0.1544570167198589,4,13,1,Partner,458310,16
700,40355.35,8568.56282671327,0.3924748993902507,4,8,1,Partner,445320,16
771,76331.933,72115.07824135353,0.0882061639783264,4,11,1,Partner,444240,18
846,81479.826,30145.069068470788,0.22524365376564204,3,11,0,Sole,722330,20
708,179179.713,61625.0771187793,0.24229815925779685,4,9,1,Partner,445320,12
759,85930.188,24501.430099936006,0.2922624912420399,4,9,0,Partner,445230,25
695,486943.371,261193.59968354483,0.15535837899230287,4,9,0,LLC,445292,24
727,144522.029,118338.41669182731,0.10177170485582825,4,10,0,Partner,459310,17
740,40921.772,14279.185331579283,0.2388194835685001,4,10,1,Sole,722330,20
698,368161.486,276145.138202607,0.11110144481639725,4,8,0,Sole,445240,25
646,77691.287,17015.607892824464,0.3804903096877831,4,11,0,Sole,441120,14
699,31055.964,18076.607571811546,0.1431682902734301,4,9,1,Sole,722514,23
705,29046.731,21177.4465347737,0.11429899788400211,4,8,1,LLC,445292,15
791,276107.728,245660.57754331533,0.09366165936525304,4,12,1,Sole,444140,16
665,12044.942,8298.340402554533,0.1209573382115871,4,10,1,Sole,722514,19
744,15035.314,8151.584287086949,0.15370543801137398,4,10,1,Partner,444140,15
728,1093725.297,908872.8900029041,0.10028220200264612,4,11,0,Corp,444240,16
737,43155.539,17339.203329425043,0.20740831330835527,4,11,0,Sole,445250,26
665,106163.013,25874.30262839707,0.3419190799867395,4,10,0,Corp,445240,16
699,765047.855,444061.7047445055,0.14357011026958075,4,10,0,Partner,722330,16
727,250389.147,104472.43911155929,0.19972504162288024,4,8,1,Corp,441120,24
683,86209.135,40468.90448523803,0.17752135064476224,4,8,1,Corp,458210,15
697,129573.198,41475.77553600407,0.2603391102506747,4,8,0,Sole,445240,11
682,57311.174,21975.262905365555,0.2173321514847751,4,12,0,LLC,445291,19
684,71347.465,114434.72767796047,0.05195644892051793,4,8,1,Partner,445230,19
724,433468.699,306991.4975714776,0.11766577207866438,4,9,1,Partner,441120,20
704,27100.249,5805.942118090148,0.3889728897394199,4,9,0,Sole,445250,14
635,126436.479,48090.259262501444,0.21909578803655516,4,12,0,Partner,445320,19
740,140472.414,32879.31755316692,0.3560303367328401,4,9,1,Sole,722511,26
634,356191.071,72675.77426966486,0.4084248093437874,4,8,1,LLC,722410,17
700,268587.917,95600.41806983686,0.2341237294623147,4,11,0,Partner,445110,10
763,365614.605,231463.04589378153,0.1316317411807573,4,12,1,Corp,458310,12
752,207663.191,58871.422000036444,0.29395019397791944,4,10,1,Sole,441120,11
654,19965.128,5186.733023977128,0.32077237424318283,4,8,0,Corp,458210,17
701,77261.058,56595.44373645914,0.11376218781817464,4,8,0,Partner,445240,19
726,302120.893,50605.19909936102,0.497512934074223,4,10,1,Corp,445240,26
747,16571.644,5837.98033906572,0.2365493292418893,4,13,0,LLC,445292,15
720,172588.791,127395.41632622285,0.11289573569249016,4,12,0,Sole,445131,17
743,99688.933,62473.84653352698,0.13297422112267587,4,13,1,Sole,441120,14
711,255877.236,96836.86075002982,0.22019614054861264,4,10,1,Corp,459210,21
711,157082.024,175494.64332729284,0.07459013231676735,4,9,0,Corp,445250,21
693,298925.307,90041.80151562957,0.27665419650312095,4,10,0,Corp,459210,17
625,123263.944,60438.21834103756,0.16995860591672418,4,9,1,LLC,458210,15
681,49390.599,39146.82747581667,0.10513963749789497,4,12,1,Corp,722514,8
718,11870.354,5638.738983950676,0.1754286143554751,4,11,1,Sole,722410,20
683,121172.082,93827.9798883109,0.10761900141109153,4,12,0,Sole,445291,15
709,34602.173,23694.97160707017,0.12169309440346728,4,9,0,Sole,445292,18
549,81596.666,75165.03109322433,0.09046390412894567,5,11,0,Partner,445131,16
694,201352.701,49332.482551525165,0.3401286714585023,4,8,0,LLC,441120,21
683,22057.888,11752.130285160163,0.15641056461520347,4,12,1,Corp,459210,20
712,884969.15,735553.8361066995,0.10026108973479524,4,11,1,Sole,445240,21
680,48996.009,25476.98398669238,0.16026232744553712,4,10,1,LLC,445230,18
793,289433.011,94576.83589712308,0.25502457715512367,4,13,1,Sole,459910,17
708,159273.667,143655.69135167619,0.09239317606178828,4,9,1,Sole,722511,15
607,29462.038,10150.766016413652,0.2418703996686907,5,8,1,Sole,445110,18
683,198691.485,65701.58218120929,0.25201255738915057,4,8,0,LLC,722513,19
698,119688.737,33435.235237562505,0.2983098921182824,4,11,0,Partner,445131,18
704,259830.38,82630.55444586425,0.26204025631768463,4,11,1,Sole,445230,14
633,139445.508,44846.330408684844,0.259117276577653,4,11,0,Sole,459210,22
733,302318.78,629506.3129981199,0.04002061797709392,4,12,1,Corp,458210,19
714,294245.185,134632.64327303605,0.18212843101955375,4,8,0,Partner,722514,27
678,49609.633,37742.57407378524,0.10953508563701198,4,8,1,Sole,722513,25
710,242162.271,87360.62854081044,0.23099867282402667,4,11,1,Corp,722514,14
742,158451.65,115929.49851532401,0.11389943315351503,4,11,1,LLC,459310,13
721,242455.843,69024.31058130959,0.29271793391594336,4,9,0,LLC,722514,16
712,105583.628,34848.994432654865,0.2524788967345928,4,10,1,Partner,445131,14
637,20163.539,5046.595761638026,0.33295611458312563,4,10,0,LLC,459210,14
657,211319.502,110780.69461733672,0.15896234051274954,4,8,1,Sole,445110,16
690,165738.006,107809.58274456565,0.1281101377854669,4,9,0,Sole,445230,14
648,169986.928,55583.82039196959,0.2548507323433258,4,12,0,LLC,722410,18
847,221556.727,196220.40708461925,0.09409347813334837,3,10,1,Sole,441120,20
701,33305.956,7794.711369503831,0.35607429214021125,4,11,0,LLC,441120,26
647,104475.008,38430.217938026464,0.22654700217174373,4,10,1,LLC,445230,21
673,309727.308,359432.8106100161,0.07180927349452373,4,12,1,LLC,459210,11
797,81102.005,39071.362891389545,0.17297836360236332,4,9,1,Partner,459210,23
720,621347.144,365023.74723381444,0.14185084959280714,4,9,0,Partner,722513,23
773,131753.757,32041.862475538397,0.34266047294791385,4,10,0,Corp,458210,22
694,22903.934,52975.91088689733,0.03602885037204223,4,12,1,LLC,458310,25
664,544645.09,571193.2486213701,0.07946013182557644,4,8,0,LLC,444240,20
783,304670.72,151411.1614597265,0.16768398328032036,4,11,1,Corp,722511,15
711,140160.895,232476.11464067613,0.05024204143030564,4,10,0,Partner,722511,10
770,191599.605,134924.6888423912,0.11833737685065937,4,12,1,Partner,445320,11
652,366615.4,198167.00198299874,0.1541693774827073,4,11,0,Corp,445291,20
738,355284.576,128911.28022215453,0.22966995556151315,4,9,0,Partner,722513,20
670,34609.874,6257.586685346608,0.4609055074571314,4,11,0,LLC,445291,22
743,99399.065,37395.253601475546,0.221505528614461,4,11,0,Corp,445240,13
688,72614.391,35330.638398125666,0.1712734194557046,4,8,1,Sole,445240,19
707,233785.258,61073.53833985601,0.31899420539417966,4,11,1,Sole,441120,12
776,111677.57,92123.24734916301,0.10102188572872992,4,12,0,Corp,459910,23
735,205389.771,94717.16295243941,0.18070446491935585,4,9,1,Corp,441120,17
741,205837.481,59281.770501028164,0.2893490405514992,4,10,1,Sole,722511,18
776,21557.585,18627.251769714745,0.09644285903664347,4,13,0,LLC,722330,24
684,301513.275,181602.7571320831,0.13835751530867624,4,8,1,Corp,722513,25
685,492415.69,467224.6684710823,0.08782635764419847,4,9,1,Corp,722410,15
756,50953.983,21551.007007042426,0.19702862370247665,4,12,1,Partner,458310,14
704,227524.893,223221.27073635205,0.08493996870215048,4,12,0,Sole,722513,9
699,105782.61,79751.96507064943,0.11053291905962334,4,9,0,Sole,445110,17
736,210049.307,61843.52482942514,0.2830386683965047,4,12,0,Partner,445291,16
735,160707.711,44895.51607075082,0.2982994833803685,4,12,0,Partner,444240,19
630,81495.74,73045.65328535937,0.09297352219078392,4,10,0,Sole,722513,14
644,1113002.739,457024.2640349037,0.20294377246219142,4,11,0,LLC,722511,14
732,26173.193,15282.167393552674,0.14272186401955267,4,10,1,Sole,722330,20
690,131253.814,64602.7587506032,0.16930883517774242,4,10,1,Sole,722514,22
735,203129.982,100866.14189051578,0.16782141343696674,4,11,1,Partner,445292,21
681,10460.408,2461.5334020672944,0.35412912371393274,4,12,1,Sole,722330,22
673,606932.79,104508.88978256725,0.4839562701816845,4,10,0,Sole,445291,15
683,187750.637,80374.40612121171,0.19466254460494908,4,8,0,Partner,445250,16
762,126366.75,52631.55004461245,0.20008079737484277,4,9,1,Sole,459210,18
729,271242.37,82047.48578477382,0.2754932782782242,4,10,0,LLC,459210,18
705,172456.935,30651.23495089161,0.46886891418976745,4,9,1,LLC,445110,23
722,84866.462,24800.992560179107,0.2851581504049124,4,8,1,Sole,459310,18
631,146263.1,86400.32390881436,0.14107113394077467,4,9,0,Partner,722330,15
587,56047.872,23450.662228341265,0.19916947140005645,5,10,1,Sole,722513,20
683,142262.26,40143.83988898095,0.2953177465364357,4,12,1,Corp,722511,19
583,31042.003,12179.616128535694,0.2123904034440483,5,12,0,LLC,445131,13
647,296190.852,128015.46210472283,0.19280929501944433,4,12,0,Sole,459210,13
688,35515.225,23751.700353802287,0.12460590354574533,4,8,1,Sole,459210,26
697,274125.357,557390.2931271746,0.040983454558990585,4,12,0,LLC,445320,22
756,73382.755,38727.904584808355,0.1579024129731029,4,9,0,Sole,445250,11
796,722039.737,193539.0325654002,0.31089324611044983,4,10,1,LLC,722330,14
703,294310.081,171313.09539466636,0.14316383710673947,4,10,0,Partner,445320,14
710,504024.525,327547.99079108675,0.12823172460486656,4,9,1,LLC,458310,22
626,20644.413,17023.302005755486,0.1010595799462615,4,9,0,Partner,722514,16
765,48148.712,14986.672697203314,0.2677307196690447,4,10,1,Sole,445291,28
650,76703.574,34350.512698302024,0.18608061417132674,4,9,0,Partner,444240,16
792,167814.521,108156.57139388232,0.1292990637225181,4,13,1,LLC,722410,20
676,422866.222,166873.58519768907,0.21117093991590788,4,8,0,Corp,458310,15
595,64670.26,15885.781175740898,0.3392460385620279,5,8,0,Partner,459310,18
749,257772.957,190345.97192752737,0.112852820222425,4,10,1,Corp,444240,14
690,203162.302,57181.589893657256,0.29607766878848674,4,8,1,Corp,722514,27
723,76036.373,29935.936175592236,0.21166414771531067,4,9,0,Sole,722410,20
701,117973.607,15594.130246851562,0.6304381046613076,4,10,1,Partner,722410,22
658,180519.003,120466.23629929002,0.12487524066599115,4,11,0,LLC,459210,17
746,108285.882,76748.24153480133,0.11757694143269937,4,13,1,Partner,445292,11
772,631979.925,114319.50605126523,0.46068248166137993,4,11,1,LLC,445250,22
720,47434.354,9713.17227034763,0.4069589958164988,4,9,0,Partner,722513,29
690,62798.795,21846.43766943979,0.23954628190880067,4,8,1,Partner,459210,20
766,274138.477,215816.0509199241,0.10585344781334009,4,10,1,LLC,445131,18
670,167352.553,128998.48655133092,0.10811015273255893,4,11,1,LLC,445292,17
709,31965.014,21853.113671397314,0.12189343846928076,4,8,1,LLC,445250,18
701,264863.539,133401.95775429835,0.16545455520214922,4,12,0,Sole,458210,24
740,37188.357,8595.229040760865,0.3605523174895719,4,12,1,LLC,722511,13
657,101995.957,69350.90462675097,0.12256023377169803,4,12,0,LLC,444140,11
625,118453.551,40248.711007971506,0.24525330135528967,4,12,0,Partner,722513,17
